timestep,K2064010,V4145210,V5004030,V5015210
4044,0.08272178,0.14849766,0.2226191,3.2600162
4045,0.080254935,0.14297648,0.21710773,3.2633145
4046,0.07775699,0.13334088,0.20677465,3.2600038
4047,0.0745971,0.12152838,0.19257241,3.2537022
4048,0.07249725,0.107818596,0.17589724,3.2457674
4049,0.07146582,0.08871985,0.14901929,3.2336342
4050,0.07544888,0.065827854,0.10391253,3.2296965
4051,0.07472331,0.06450096,0.103951484,3.2314737
4052,0.07443728,0.06408524,0.10343629,3.2343295
4053,0.13986021,0.3454897,0.4803902,3.8913105
4054,0.07525238,0.06235817,0.10298163,3.2385795
4055,0.07543918,0.061955582,0.10202316,3.2415895
4056,0.07491487,0.061286073,0.10229904,3.2435496
4057,0.07449414,0.059941906,0.10136927,3.2461574
4058,0.07482272,0.05931772,0.10115854,3.2487478
4059,0.074736014,0.058498222,0.10059422,3.2517014
4060,0.07478703,0.057580736,0.10058967,3.252838
4061,0.0744995,0.056996036,0.09975275,3.255697
4062,0.07037515,0.07542941,0.14137638,3.2621286
4063,0.06990882,0.08850372,0.16034181,3.275387
4064,0.07072062,0.09831965,0.17475124,3.2869484
4065,0.07166368,0.107419185,0.18707769,3.298721
4066,0.07255124,0.11246718,0.19375616,3.30657
4067,0.072458245,0.11519727,0.19724025,3.3111336
4068,0.072324626,0.11428521,0.19702893,3.3136418
4069,0.07133862,0.10980738,0.19213761,3.3138373
4070,0.06965492,0.10192746,0.18390636,3.3121064
4071,0.06881293,0.09121912,0.17040963,3.3060017
4072,0.06728935,0.07992119,0.15649769,3.2991054
4073,0.066823445,0.06554711,0.13665299,3.289695
4074,0.0709983,0.044072792,0.09289399,3.2881145
4075,0.070420764,0.04350552,0.09235249,3.2908108
4076,0.07048049,0.04283692,0.09173298,3.293187
4077,0.07074663,0.04222767,0.091977514,3.2957532
4078,0.071370564,0.04161943,0.09167149,3.2975454
4079,0.07055157,0.04069708,0.09159985,3.300257
4080,0.07047247,0.040004093,0.090824164,3.3033264
4081,0.0698473,0.039410423,0.09086449,3.3054245
4082,0.070285596,0.038600326,0.09105301,3.3073113
4083,0.06982253,0.0380673,0.09051197,3.3101604
4084,0.070508435,0.036935836,0.09009731,3.312458
4085,0.0702875,0.036376014,0.09065843,3.313966
4086,0.06439569,0.053484783,0.12651926,3.3216488
4087,0.06287479,0.06211211,0.14110003,3.3332958
4088,0.061498106,0.06725461,0.15057872,3.343146
4089,0.04804088,0.19163059,0.27676234,3.6428022
4090,-0.074248135,0.20793529,0.11030778,3.3750699
4091,0.013919681,0.21361907,0.19671865,3.4002106
4092,0.0109580355,0.03494927,-0.1954639,3.0310202
4093,-0.03320876,0.22126643,0.13252014,3.0060723
4094,0.13826673,0.63993454,0.6615349,3.7673666
4095,0.08354601,0.27980608,0.033196393,3.411629
4096,0.092970096,0.37466,0.07559019,3.2519248
4097,0.066093184,0.2900217,0.019913765,3.1435869
4098,-0.0024901878,0.6073674,0.3977019,3.4262264
4099,0.09625295,0.45084247,0.26535818,3.413002
4100,0.11719514,0.4034743,0.2500102,3.4855907
4101,0.10204292,0.29156733,0.39408484,3.324125
4102,0.0907437,0.23045559,0.22659115,3.1786163
4103,0.07930375,0.06687895,0.09571055,3.2806008
4104,-0.05201727,0.09935671,0.17363703,3.5305302
4105,0.07949616,0.056242347,0.09386612,3.3003767
4106,0.07861347,0.054829296,0.09352353,3.3033407
4107,-0.05119053,0.09400477,0.17184643,3.5420368
4108,0.07942399,0.053552527,0.09367106,3.308078
4109,0.079346515,0.053277615,0.09297832,3.3106506
4110,0.07408289,0.06925702,0.12758951,3.3183396
4111,0.072072454,0.07809039,0.14399084,3.3314478
4112,0.06584387,0.32209173,0.4906846,3.451006
4113,-0.20655303,0.28074318,0.27570084,3.4326746
4114,-0.14693974,-0.04809876,-0.035374273,3.1565971
4115,-0.118676044,-0.105261765,-0.22454415,3.0176976
4116,-0.114526115,0.015296993,-0.14258565,3.13727
4117,-0.010715167,-0.14632714,-0.3775684,2.738451
4118,0.090606056,0.21623854,0.34247383,3.1349561
4119,0.09129542,0.12887596,0.17726748,3.251026
4120,-0.047984343,0.19112663,0.10026384,3.401458
4121,0.07948023,0.3997549,0.5178117,3.5461137
4122,0.08595268,0.058693554,0.09575345,3.305748
4123,0.1554219,0.1511044,0.1783808,3.57121
4124,0.1991076,0.14004439,0.15822773,3.538297
4125,0.16236734,0.14070742,0.16731495,3.5599992
4126,0.04634584,0.086476386,0.22203207,3.365594
4127,0.12857606,0.23191781,0.19913532,3.5077937
4128,0.14633515,0.04730903,0.26363218,3.4323123
4129,0.13569055,0.16748744,0.22802348,3.4246216
4130,0.08511151,0.051006857,0.09370939,3.314358
4131,0.08561895,0.051833615,0.094034396,3.3219087
4132,0.085313685,0.051781118,0.09359998,3.327284
4133,0.08532416,0.050976593,0.09347788,3.3297358
4134,0.08057836,0.072488554,0.1344354,3.334339
4135,0.0822823,0.08527216,0.15660709,3.3479748
4136,0.08270693,0.09237326,0.16759,3.3571224
4137,0.007936818,0.17085604,0.11203048,3.372321
4138,0.10839829,0.13717799,0.21978676,3.05291
4139,0.12593777,0.17502344,0.27489114,2.9698546
4140,0.17308176,0.29263246,0.33809996,2.991801
4141,0.16223906,0.26963365,0.29689997,3.0473292
4142,0.13753386,0.24106812,0.10006919,3.2211554
4143,0.123716615,0.19003884,0.10710464,3.2252338
4144,0.08585893,0.08890363,0.16541764,3.3436368
4145,0.08293938,0.07312659,0.14211449,3.338598
4146,0.08595368,0.14533643,0.04588562,3.3575246
4147,0.08709127,0.04944955,0.0997529,3.3404148
4148,0.086757444,0.04881233,0.09924831,3.3429806
4149,0.08596188,0.047838356,0.09930354,3.3450835
4150,0.086539246,0.047200073,0.098886944,3.3471344
4151,0.08656297,0.046650067,0.09913162,3.349413
4152,0.086881705,0.046323866,0.09859005,3.3520038
4153,0.086011685,0.04557814,0.098604865,3.3538053
4154,0.08671373,0.045432046,0.09828153,3.356208
4155,0.086398184,0.044390973,0.098430805,3.357896
4156,0.08681043,0.04433709,0.09777731,3.360112
4157,0.0860884,0.043520574,0.09790353,3.362373
4158,0.08233238,0.07006963,0.14648545,3.3716934
4159,0.08300575,0.08397222,0.1699806,3.3880024
4160,0.084164895,0.09281576,0.18296944,3.399555
4161,0.08563755,0.101869464,0.19294123,3.4099026
4162,0.08687181,0.10759765,0.19927166,3.4181387
4163,0.088017546,0.10999721,0.20266558,3.4245303
4164,0.08829122,0.10936781,0.2022475,3.427044
4165,0.08612913,0.10503546,0.19772363,3.4247475
4166,0.083604775,0.097008646,0.19027978,3.4210079
4167,0.082387455,0.086559296,0.1795299,3.4153335
4168,0.08034494,0.0769557,0.16740261,3.408536
4169,0.07912413,0.06172663,0.14233227,3.3979084
4170,0.08210007,0.031521957,0.094790064,3.3910494
4171,0.08197018,0.030463913,0.09473621,3.3928773
4172,0.08131157,0.030126676,0.09475082,3.3956187
4173,0.08146038,0.029494664,0.09459429,3.397746
4174,0.08141957,0.02862077,0.094589956,3.4003408
4175,0.08225052,0.027890405,0.09463612,3.4021304
4176,0.08209855,0.02725262,0.09442965,3.403782
4177,0.08192345,0.026747711,0.0940387,3.4060335
4178,0.08178059,0.026035922,0.09405023,3.4080288
4179,0.081937425,0.025556976,0.09457377,3.4100335
4180,0.08168618,0.024811605,0.09486297,3.412527
4181,0.08157755,0.024621405,0.0941465,3.4142172
4182,0.078133024,0.058429193,0.14695932,3.4292767
4183,0.07965106,0.07431462,0.17159052,3.4493055
4184,0.08180719,0.082988344,0.18262096,3.4605868
4185,0.08424897,0.09208334,0.19269352,3.4730272
4186,0.086179286,0.09789893,0.19859004,3.4827416
4187,0.08644602,0.100382514,0.20218913,3.4895623
4188,0.08571956,0.09899801,0.20154452,3.4921148
4189,0.08432499,0.095290996,0.19706613,3.4905386
4190,0.08171699,0.08685181,0.18981051,3.4844778
4191,0.07922884,0.07698002,0.17874604,3.4765434
4192,-0.19058202,0.056763154,0.0690046,3.4283202
4193,-0.13970126,0.027726041,0.026892504,3.2898881
4194,-0.09260728,0.16114362,0.23456852,3.5704012
4195,-0.053551067,0.27737483,0.06375102,3.633331
4196,0.016144633,0.33668172,0.4382622,3.6277905
4197,-0.0875387,0.32806614,0.32055137,3.6558
4198,-0.055656653,0.2358702,0.18733127,3.439748
4199,0.07699483,0.1611919,0.0102707,3.3772306
4200,-0.0512694,0.16673271,0.050974105,3.5959895
4201,0.08780175,0.13784322,0.037627403,3.4485903
4202,0.0866232,0.13042334,0.03963491,3.4595804
4203,0.08769845,0.124999605,0.045228515,3.4658623
4204,0.08633837,0.024849704,0.09296685,3.4181547
4205,0.086006165,0.022014348,0.09394174,3.4224215
4206,0.08246085,0.056171432,0.1478558,3.438442
4207,0.084654234,0.07193077,0.17232437,3.4590428
4208,0.085647464,0.08241924,0.1834517,3.4717789
4209,0.086942285,0.09185049,0.19422697,3.4854202
4210,0.09007239,0.097256005,0.20019935,3.495715
4211,0.0908751,0.100074776,0.20327897,3.5020895
4212,0.09027147,0.09850199,0.20288558,3.5047882
4213,0.0884704,0.09411765,0.19883049,3.5032845
4214,0.08694949,0.08726711,0.19125102,3.4968424
4215,0.08414647,0.075756855,0.18107523,3.488342
4216,0.0819653,0.064206615,0.16883539,3.480607
4217,0.07857567,0.045928773,0.14369027,3.463973
4218,0.08008709,0.007219357,0.09157816,3.4536393
4219,0.080117136,0.0066407495,0.09115991,3.4561815
4220,0.08026832,0.006031508,0.09111778,3.4576457
4221,0.07998804,0.0053435764,0.09102684,3.4598205
4222,0.07968464,0.00490086,0.09055995,3.4616928
4223,0.07890165,0.004425978,0.09100691,3.4636862
4224,0.07990151,0.0034623693,0.09111658,3.4655778
4225,0.080125846,0.0030926738,0.090362884,3.4677846
4226,0.080062844,0.0019300058,0.090981066,3.4698632
4227,0.07943055,0.001780664,0.090982355,3.4718273
4228,0.07932533,0.00097646815,0.090925634,3.4736795
4229,0.079047315,0.00050822645,0.09075367,3.476178
4230,0.07811197,0.036469426,0.13874625,3.487689
4231,0.08156172,0.054352343,0.16121817,3.506361
4232,0.08414489,0.06368205,0.17202969,3.5167367
4233,0.08602089,0.07180863,0.18127508,3.5289543
4234,0.08849666,0.07756505,0.18781044,3.5379283
4235,0.08910719,0.080005124,0.19101918,3.5438697
4236,0.088770986,0.07878878,0.1902429,3.5463924
4237,0.08684563,0.07429569,0.18659283,3.5451133
4238,0.0851881,0.06757637,0.1796049,3.540033
4239,0.08212971,0.05759297,0.16893314,3.532728
4240,0.079752244,0.046009336,0.15899847,3.5257301
4241,0.07468064,0.027141368,0.13552316,3.5128424
4242,0.07615743,-0.011260296,0.08782285,3.5045424
4243,0.076285474,-0.011682066,0.087704666,3.5064058
4244,0.07581188,-0.012189984,0.08828932,3.5086355
4245,0.07630032,-0.013236649,0.08762765,3.5103884
4246,0.07549789,-0.013110839,0.0875786,3.512275
4247,0.075551726,-0.013849281,0.087462276,3.515303
4248,0.07580968,-0.014087543,0.08776343,3.5165408
4249,0.07537627,-0.01474985,0.08794594,3.5186894
4250,0.07534529,-0.015132387,0.0873759,3.521097
4251,0.0759019,-0.016263038,0.08808162,3.5225236
4252,0.07572466,-0.016758693,0.08843731,3.5244513
4253,0.07510146,-0.017328033,0.08788118,3.5275059
4254,0.072578646,0.01748349,0.13345335,3.5419455
4255,0.07333979,0.032648392,0.15348856,3.5592082
4256,0.07406435,0.04150008,0.16491964,3.5697918
4257,0.07381476,0.048760142,0.17211491,3.5798585
4258,0.07341509,0.053825613,0.17810507,3.587985
4259,0.07355305,0.05555306,0.17971916,3.594134
4260,0.0731244,0.054830253,0.17880344,3.5958378
4261,0.07341247,0.05116554,0.17644338,3.5948646
4262,0.0728002,0.04473694,0.1717246,3.5909564
4263,0.073106326,0.03514037,0.16280214,3.5849438
4264,0.07110121,0.02531086,0.15167782,3.578153
4265,0.06930383,0.008989257,0.13168047,3.5653667
4266,0.069442004,-0.027190352,0.08759513,3.5522747
4267,0.06984737,-0.028140457,0.08810219,3.554944
4268,0.069125734,-0.028466359,0.08825142,3.5562155
4269,0.06926918,-0.029024571,0.08815581,3.5586312
4270,0.068363786,-0.029227503,0.088252716,3.559945
4271,0.06844469,-0.029948356,0.08823228,3.562129
4272,0.06837487,-0.030403309,0.08856525,3.564372
4273,0.067623116,-0.030649396,0.08879128,3.565704
4274,0.06700467,-0.031255517,0.08892697,3.567811
4275,0.06656685,-0.031724904,0.08841413,3.5702505
4276,0.0670501,-0.032309365,0.08902111,3.5715637
4277,0.06757563,-0.03286922,0.08883607,3.5733635
4278,0.067722954,0.0027762998,0.13252543,3.589854
4279,0.070466526,0.018073596,0.15211298,3.6075773
4280,0.0722539,0.026796488,0.16187376,3.618602
4281,0.07229516,0.034736786,0.16952457,3.6291516
4282,0.07167587,0.039399747,0.17454505,3.6368353
4283,0.072232224,0.04142432,0.17547393,3.6431262
4284,0.07145957,0.040303357,0.17585075,3.6458747
4285,0.07135901,0.03667552,0.17359821,3.6429265
4286,0.07079156,0.030591266,0.16833699,3.6395366
4287,0.07047394,0.021136396,0.16014194,3.6328785
4288,0.06828769,0.011155288,0.1496374,3.6248796
4289,0.06346364,-0.0057336665,0.13050482,3.6106298
4290,0.061704885,-0.042046826,0.08916322,3.5984175
4291,0.061917424,-0.04318506,0.089800514,3.6011035
4292,0.06188805,-0.043533873,0.08955497,3.6029909
4293,0.06108697,-0.043604445,0.090025894,3.6043165
4294,0.060374547,-0.044203456,0.09013336,3.6064413
4295,0.060807437,-0.044254232,0.09044819,3.6074998
4296,0.06053558,-0.045013767,0.090452105,3.6106827
4297,0.06057152,-0.04540203,0.09062476,3.612522
4298,0.06040892,-0.046203952,0.090998024,3.613861
4299,0.059612263,-0.04658209,0.0906848,3.6165292
4300,0.060058516,-0.046973865,0.09099013,3.617523
4301,0.059800476,-0.047102243,0.09107622,3.6200473
4302,0.06287529,-0.01037066,0.13235347,3.633151
4303,0.0694867,0.0064687454,0.15139313,3.6507595
4304,0.072338276,0.015524559,0.16147962,3.6619205
4305,0.07325228,0.024347685,0.16982265,3.673582
4306,0.07479148,0.029270815,0.17552394,3.6829891
4307,0.07602259,0.031254485,0.17738067,3.6887379
4308,0.074742146,0.030071968,0.17734663,3.6916456
4309,0.07359662,0.026232742,0.1742466,3.6884797
4310,0.0716713,0.019420361,0.16806787,3.6833375
4311,0.068793826,0.009836246,0.15967898,3.6757202
4312,0.06575781,-0.00050293404,0.14995521,3.6670506
4313,0.060148004,-0.018269598,0.13032202,3.653497
4314,0.054478716,-0.056823615,0.09161071,3.6448328
4315,0.05411737,-0.05750354,0.092094004,3.646246
4316,0.054299425,-0.057652574,0.09197999,3.647913
4317,0.0548231,-0.057931412,0.09283945,3.6494143
4318,0.05460438,-0.058333497,0.0922453,3.6516764
4319,0.053804982,-0.05972032,0.092472166,3.6538486
4320,0.05351588,-0.059603184,0.09309351,3.6552496
4321,0.053520422,-0.059836864,0.09292228,3.6568987
4322,0.053249937,-0.06009357,0.09311768,3.6591206
4323,0.05343753,-0.06092158,0.093560375,3.66141
4324,0.03155319,0.04583791,0.06280688,3.6595678
4325,0.05299148,-0.06079438,0.09329304,3.664363
4326,0.059991363,-0.02342985,0.13023122,3.6734629
4327,0.066234015,-0.0062330193,0.14775418,3.6901512
4328,0.06974712,0.0038451527,0.15875371,3.7021227
4329,0.095496215,0.13865493,0.24316351,3.5237188
4330,0.004813532,0.114794135,-0.021863736,3.3491333
4331,0.07189167,0.017494751,0.09492183,3.4663322
4332,0.0671129,0.12845893,0.016022308,3.8150327
4333,0.04788961,0.08781954,-0.027192334,3.5296428
4334,0.01616255,0.096630216,-0.07387578,3.5374954
4335,-0.01307638,0.13544758,-0.03726791,3.4754887
4336,0.06412312,-0.031015756,0.11827192,3.5493755
4337,0.064282335,-0.2859139,0.10611219,3.0477057
4338,0.14623976,-0.19656773,0.25299105,3.012823
4339,0.21574612,-0.003627494,0.2659107,3.2644107
4340,0.085905045,0.041819543,0.26163617,3.5000381
4341,0.08200181,-0.055322725,0.10486888,3.5988932
4342,0.056999963,0.015842393,0.25081483,3.6339653
4343,0.07038785,-0.05982274,0.101994194,3.6382926
4344,0.06951771,-0.060199182,0.10216704,3.6418524
4345,0.06972333,-0.060942803,0.10219333,3.6433685
4346,0.0697935,-0.061373454,0.10265729,3.6452096
4347,0.069689244,-0.06202063,0.102743216,3.646979
4348,0.06997499,-0.062291678,0.10289656,3.6485758
4349,0.06915247,-0.06214753,0.10319764,3.6505516
4350,0.07481704,-0.022061436,0.14298359,3.6683033
4351,0.08088934,-0.0030356396,0.16254428,3.6881354
4352,0.08294798,0.007198187,0.17270292,3.7006714
4353,0.08587917,0.016776234,0.1823131,3.7154706
4354,0.08692682,0.022021411,0.18748535,3.7257032
4355,0.08747985,0.024420723,0.189245,3.7313845
4356,0.087301254,0.02425483,0.1891824,3.7330544
4357,0.08684445,0.019775009,0.18665679,3.7303896
4358,0.083387874,0.013034229,0.18156558,3.72416
4359,0.08034338,0.0021005075,0.17216499,3.7127697
4360,0.07801821,-0.008843511,0.16208477,3.7029574
4361,0.07194466,-0.029428495,0.14207613,3.6861312
4362,0.0639279,-0.07152912,0.10314575,3.6723998
4363,0.06459702,-0.07200409,0.10424131,3.6735556
4364,0.064449094,-0.071980394,0.10347909,3.6762295
4365,0.06410235,-0.072478354,0.103917785,3.6777267
4366,0.063128896,-0.0728459,0.10505181,3.6792133
4367,0.06399441,-0.07286639,0.104145974,3.6806796
4368,0.063588716,-0.07328206,0.10531291,3.682416
4369,0.06383094,-0.07412901,0.10492483,3.6842759
4370,0.06379256,-0.07388877,0.10534788,3.6859903
4371,0.06258408,-0.07461363,0.10604488,3.6875412
4372,0.062840275,-0.07483723,0.105683595,3.6889617
4373,0.062134374,-0.07510202,0.10619182,3.6911032
4374,0.07084163,-0.036570724,0.13890378,3.7038224
4375,0.07739311,-0.017056251,0.15712512,3.722277
4376,0.08087716,-0.007455992,0.16703618,3.7341795
4377,0.08360777,0.0032566413,0.17586939,3.74792
4378,0.08540239,0.0097003905,0.18154186,3.757991
4379,0.086164534,0.012581907,0.18459122,3.764843
4380,0.08593965,0.011570501,0.18357484,3.766655
4381,0.08474661,0.007942098,0.18149364,3.7631328
4382,0.08101883,0.0002066493,0.1752282,3.7568445
4383,0.07783873,-0.011648546,0.16623682,3.7474158
4384,0.074067645,-0.022224868,0.15607506,3.7377415
4385,0.06740111,-0.042304624,0.13840844,3.7228038
4386,0.05784269,-0.080247626,0.11163994,3.7128055
4387,0.057066232,-0.080812745,0.112452,3.7139122
4388,0.0571239,-0.08091105,0.113323994,3.7156203
4389,0.056786735,-0.08078688,0.11408314,3.7176816
4390,0.057041716,-0.0811163,0.11447558,3.7180078
4391,0.056650747,-0.08104139,0.114959754,3.7202747
4392,0.05582297,-0.080910064,0.11554253,3.722245
4393,0.056413036,-0.081235245,0.115704946,3.723307
4394,0.056452435,-0.08146896,0.11636443,3.7251565
4395,0.056438666,-0.081648685,0.11656559,3.7267044
4396,0.05613901,-0.081971005,0.117732234,3.7283726
4397,0.055302102,-0.081718154,0.11823415,3.7297094
4398,0.061896145,-0.056689013,0.12993135,3.7371533
4399,0.06510043,-0.044159174,0.14223903,3.7479172
4400,0.06842803,-0.037996177,0.14819224,3.756135
4401,0.07001827,-0.030782618,0.15473844,3.7645652
4402,0.07149067,-0.02665291,0.15985811,3.7718656
4403,0.07117993,-0.023762448,0.16201635,3.7761648
4404,0.07171328,-0.024429776,0.16157235,3.777708
4405,0.07046481,-0.027518643,0.15946938,3.776473
4406,0.0686186,-0.03275686,0.15492831,3.7734468
4407,0.06567391,-0.040462457,0.14918222,3.7680314
4408,0.06407175,-0.04780494,0.14351358,3.7638006
4409,0.05967623,-0.060941946,0.13433912,3.7556508
4410,0.05212167,-0.08596426,0.12469322,3.7507117
4411,0.051267594,-0.08592716,0.12490689,3.7523386
4412,0.20038192,-0.015044585,0.14448111,3.9439094
4413,0.038274415,-0.05090779,0.15287083,3.912382
4414,0.052241582,-0.08698537,0.12546088,3.7540877
4415,0.0515158,-0.08694136,0.12590079,3.7568023
4416,0.05188297,-0.08712401,0.12690815,3.7592907
4417,0.051011026,-0.087237515,0.12781106,3.7609766
4418,0.049858052,-0.08716158,0.12833053,3.7629213
4419,0.05015273,-0.08695182,0.12927552,3.7646284
4420,0.050473172,-0.08739283,0.12931764,3.7658615
4421,0.050207783,-0.08729148,0.12989038,3.7677462
4422,0.060498673,-0.056012448,0.14926523,3.7794287
4423,0.06598128,-0.042179216,0.16029271,3.7913
4424,0.06873921,-0.03444335,0.1689239,3.7995605
4425,0.070334435,-0.026674598,0.17678285,3.809331
4426,0.071752034,-0.021416625,0.18166457,3.817157
4427,0.07263627,-0.018658875,0.18528302,3.8215144
4428,0.07291172,-0.019436812,0.18541503,3.8229845
4429,0.07084918,-0.023108022,0.18387194,3.8215964
4430,0.06961351,-0.028268551,0.17871647,3.8172882
4431,0.066561766,-0.03642555,0.17129533,3.8110025
4432,0.06333546,-0.044575024,0.16406712,3.8060439
4433,0.057194363,-0.05831458,0.15456535,3.7971547
4434,0.045821864,-0.091867544,0.13556659,3.7876918
4435,0.045434207,-0.09179467,0.13580285,3.789457
4436,0.044902463,-0.091914035,0.1365783,3.7904732
4437,0.045388162,-0.09174848,0.13726734,3.7927558
4438,0.04518199,-0.09240071,0.13723747,3.7939281
4439,0.044570167,-0.09172649,0.13809414,3.795292
4440,0.04401361,-0.091998786,0.13881578,3.7968311
4441,0.04398024,-0.092483126,0.13972479,3.7983716
4442,0.04378317,-0.09264546,0.13930352,3.8007734
4443,0.04357026,-0.09252749,0.14002953,3.8015928
4444,0.04432677,-0.09229479,0.14084764,3.803218
4445,0.043958545,-0.09272981,0.14133881,3.8043172
4446,0.05892222,-0.04946075,0.16596662,3.824756
4447,0.06601871,-0.030641934,0.18356216,3.8445404
4448,0.06830459,-0.019625058,0.19375049,3.8586597
4449,0.07082709,-0.009643656,0.20317054,3.8721926
4450,0.073315375,-0.004417278,0.20876253,3.8816922
4451,0.0734913,-0.00034232935,0.21129827,3.8883553
4452,0.074138865,-0.001168184,0.21157432,3.890177
4453,0.07203395,-0.0052125826,0.20950194,3.8872747
4454,0.06901613,-0.011805338,0.20549576,3.880492
4455,0.06573016,-0.022546796,0.197331,3.8704255
4456,0.06347924,-0.033928294,0.18713222,3.8594494
4457,0.05570371,-0.05308807,0.17018054,3.8429754
4458,0.03806323,-0.09807223,0.14565295,3.8241215
4459,0.03772646,-0.098077394,0.14683245,3.8262577
4460,0.037884858,-0.09863347,0.1472853,3.827237
4461,0.037419382,-0.09872844,0.14772469,3.8287554
4462,0.03713165,-0.09845168,0.14812869,3.8306963
4463,0.036897086,-0.098763905,0.1486916,3.8320065
4464,0.03698056,-0.09894086,0.14928724,3.8328857
4465,0.036346335,-0.09868737,0.14894004,3.8351924
4466,0.036487095,-0.09928658,0.15015705,3.836034
4467,0.036218617,-0.09880474,0.15060562,3.8376887
4468,0.16240522,-0.024863822,0.18160559,4.0511303
4469,-0.03288472,-0.06828347,0.15749197,3.865545
4470,0.13365434,0.0034419596,0.19291325,4.0228424
4471,0.06260672,-0.037272137,0.18907197,3.877097
4472,0.039345287,0.040454954,0.2073481,3.8914106
4473,0.10166153,-0.05072405,0.17989324,3.9223804
4474,-0.09635448,-0.21914075,0.05118629,3.7685616
4475,0.007839665,-0.10156249,0.16218486,3.773183
4476,-0.08461475,0.08592383,0.0422217,3.8007984
4477,0.07494482,-0.01018859,0.24703322,3.9594595
4478,-0.11130739,-0.1267271,-0.19619189,3.7540617
4479,-0.024290541,-0.10969397,-0.0072481507,3.6615431
4480,0.100083984,0.08366213,0.17345387,3.9357026
4481,0.07922216,-0.052639972,0.14492448,3.7947304
4482,0.05029865,-0.1007478,0.1362268,3.815297
4483,0.044492703,-0.10219327,0.14540848,3.833072
4484,0.04075571,-0.10292712,0.14909081,3.8407001
4485,0.040859777,-0.1034851,0.15073074,3.8441765
4486,0.040689804,-0.103364564,0.1511458,3.8459074
4487,0.03633702,0.011739448,0.20667107,3.9291093
4488,0.04274334,-0.026616508,0.09868116,3.777899
4489,0.040112596,-0.10319509,0.15204768,3.8482037
4490,0.039139327,-0.10344211,0.15349968,3.8513815
4491,0.039949067,-0.10366684,0.15386836,3.8523252
4492,0.039659146,-0.103812575,0.15421073,3.8545256
4493,0.03835087,-0.10395658,0.1544149,3.8552287
4494,0.0497496,-0.07838962,0.17096083,3.8654592
4495,0.052252352,-0.068135686,0.1778944,3.8743923
4496,0.054429125,-0.06361369,0.18208341,3.8796523
4497,0.055715382,-0.05831288,0.18651736,3.8868506
4498,0.056982715,-0.055298354,0.18910505,3.8907394
4499,0.056871295,-0.05401832,0.19170809,3.8947442
4500,0.05722359,-0.05431202,0.19164918,3.895982
4501,0.056547035,-0.055449396,0.19126336,3.8958979
4502,0.05526917,-0.059080467,0.18851121,3.893253
4503,0.053206366,-0.06400078,0.18601058,3.8905976
4504,0.050948363,-0.06949056,0.18282221,3.886956
4505,0.047666598,-0.07981221,0.17691182,3.881735
4506,0.034634363,-0.10685459,0.16045758,3.872597
4507,0.0349,-0.10661447,0.1603301,3.8739889
4508,0.034851637,-0.106820606,0.16032876,3.8759315
4509,0.033730228,-0.10651675,0.1610388,3.8767765
4510,0.034726474,-0.106822215,0.16128911,3.8779385
4511,0.033740006,-0.10661915,0.16131543,3.879306
4512,0.033820204,-0.10693141,0.16195607,3.880393
4513,0.033506412,-0.10718266,0.16196571,3.8819778
4514,0.033648543,-0.10716218,0.16271017,3.8830767
4515,0.03276829,-0.10730565,0.1633736,3.883887
4516,0.03232674,-0.10730479,0.1633984,3.885951
4517,0.03212891,-0.1072579,0.16435005,3.8871841
4518,0.042372137,-0.10025239,0.17030227,3.890273
4519,0.04422596,-0.096931316,0.17351715,3.894577
4520,0.045337617,-0.095067054,0.17552252,3.8971412
4521,0.04573797,-0.09279751,0.17724484,3.8992908
4522,0.046816666,-0.09217998,0.17885108,3.901968
4523,0.047343254,-0.091360606,0.18045469,3.9035065
4524,0.046094596,-0.09177036,0.18101197,3.9049644
4525,0.045660257,-0.092253186,0.18065824,3.9055011
4526,0.045261055,-0.09411428,0.17987047,3.9063308
4527,0.04405732,-0.095617,0.17895184,3.904977
4528,0.042833894,-0.097743176,0.17755832,3.9057693
4529,0.0397002,-0.101317875,0.17446482,3.9048445
4530,0.029765574,-0.10869207,0.16746771,3.9012253
4531,0.029456722,-0.109275006,0.1685106,3.9019687
4532,0.028493779,-0.109036595,0.16841204,3.9042368
4533,0.028068854,-0.109343804,0.16873221,3.9046338
4534,0.028798847,-0.10938493,0.16836655,3.9057534
4535,0.028040929,-0.10949537,0.16895467,3.9064367
4536,0.028629713,-0.10934195,0.16962568,3.908015
4537,0.02864209,-0.10992352,0.16994005,3.909064
4538,0.02816181,-0.10982565,0.17013492,3.9101973
4539,0.027175434,-0.10970756,0.17055088,3.9114313
4540,0.026785104,-0.11001122,0.17026927,3.9120796
4541,0.026884673,-0.10990602,0.17132325,3.9137785
4542,0.04220845,-0.08592242,0.19588798,3.925904
4543,0.012986742,0.019404976,0.117329426,3.9099634
4544,0.049321007,-0.06894868,0.20519994,3.937926
4545,0.0509017,-0.06387809,0.20993304,3.9428864
4546,0.08713368,0.054559063,0.23076665,3.9184494
4547,-0.053645924,-0.120585404,-0.0011420002,3.93451
4548,-0.038301613,-0.048935503,-0.37784445,4.1218643
4549,-0.08575442,0.09041556,-0.5201292,4.0339007
4550,0.034172405,-0.0007331744,-0.66701347,3.929226
4551,0.10382799,0.22705247,-0.5497704,3.757597
4552,0.055071324,0.17967945,-1.0906731,3.9002702
4553,0.09258894,0.21240449,-1.2392141,3.7606008
