timestep,K2064010,V4145210,V5004030,V5015210
2342,-0.39541224,3.7011538,5.308991,2.403077
2343,-0.38344058,3.6195738,5.1697044,2.167342
2344,-0.37362623,3.5396926,5.0343,1.9324522
2345,-0.36284503,3.4374208,4.8602386,1.559733
2346,-0.36355338,3.2750657,4.477798,0.644607
2347,-0.35597312,3.2436063,4.4137287,0.59899217
2348,-0.35171473,3.209706,4.345246,0.5477492
2349,-0.3473774,3.1780243,4.2785277,0.50275636
2350,-0.34357417,3.1493437,4.2174306,0.46068963
2351,-0.3386973,3.1182568,4.1531563,0.417375
2352,-0.33429658,3.090462,4.0935082,0.37859535
2353,-0.32966068,3.0621662,4.033567,0.3408033
2354,-0.32434812,3.0335054,3.9760005,0.30215833
2355,-0.32080802,3.0044053,3.9151335,0.26077795
2356,-0.31663397,2.97801,3.8590782,0.22481215
2357,-0.3141429,2.9496613,3.7974427,0.18370421
2358,-0.31500697,2.939635,3.9253502,0.8074918
2359,-0.3188509,2.9294646,3.9137318,0.9972763
2360,-0.32037136,2.9096186,3.880994,1.0898874
2361,-0.3223543,2.8919036,3.8534088,1.1800793
2362,-0.32182893,2.8721752,3.820234,1.2296771
2363,-0.32156533,2.8462849,3.7714107,1.231465
2364,-0.31813085,2.8166523,3.7127235,1.1976157
2365,-0.31149217,2.785533,3.6437979,1.1290728
2366,-0.30243537,2.7500708,3.566926,1.025354
2367,-0.2903802,2.7124808,3.4778965,0.88132745
2368,-0.2837263,2.6742744,3.391161,0.723146
2369,-0.27384734,2.6316023,3.2822416,0.46625173
2370,-0.27045885,2.5981846,3.0203545,-0.23258086
2371,-0.26738465,2.5712464,2.9701421,-0.256865
2372,-0.26325127,2.541891,2.918419,-0.28275633
2373,-0.26200905,2.5138445,2.8704822,-0.30551946
2374,-0.25859094,2.4863958,2.8221672,-0.32919994
2375,-0.2571479,2.4609098,2.777113,-0.34834513
2376,-0.2542387,2.4333742,2.7338645,-0.3658538
2377,-0.25100154,2.4071786,2.688897,-0.38478997
2378,-0.24915719,2.381675,2.644251,-0.40197006
2379,-0.24695213,2.3552969,2.6029897,-0.4184418
2380,-0.24514027,2.3293407,2.5592487,-0.43050313
2381,-0.40710807,2.3691165,2.5222187,-0.20495518
2382,-0.23673908,2.2912464,2.71426,0.24573918
2383,-0.24255316,2.2670884,2.7093022,0.392303
2384,-0.2463985,2.2338326,2.677003,0.44101396
2385,-0.25268942,2.1947215,2.6412666,0.47847804
2386,-0.2598038,2.1565018,2.5991628,0.49105218
2387,-0.2608621,2.12442,2.551995,0.4833288
2388,-0.2589549,2.1038046,2.5096552,0.45916858
2389,-0.25326097,2.09143,2.4743936,0.42544946
2390,-0.24206881,2.0857198,2.4397068,0.37635657
2391,-0.22934031,2.0792491,2.4006948,0.30318883
2392,-0.2194243,2.0651352,2.353964,0.21809144
2393,-0.21056823,2.0462954,2.2850688,0.05425026
2394,-0.2119285,2.0076911,2.0341916,-0.548669
2395,-0.21176659,1.985329,2.0006416,-0.5595035
2396,-0.20983158,1.9655851,1.9694195,-0.56974846
2397,-0.21008122,1.9435577,1.936834,-0.58115894
2398,-0.20864905,1.9250468,1.9039837,-0.58799845
2399,-0.20717163,1.9030466,1.8708817,-0.6003379
2400,-0.20576017,1.8831285,1.8346106,-0.6118162
2401,-0.2061281,1.8609678,1.8040336,-0.6241665
2402,-0.20360325,1.8393154,1.771336,-0.63330466
2403,-0.20329209,1.8194805,1.7375317,-0.64523417
2404,-0.20266171,1.7991991,1.7052345,-0.6549497
2405,-0.20121443,1.7800797,1.6735859,-0.66146296
2406,-0.19875188,1.7749943,1.8112235,-0.28528312
2407,-0.2027603,1.7590686,1.8193427,-0.18233204
2408,-0.20317121,1.7380257,1.8053923,-0.14496423
2409,-0.20688646,1.7189217,1.7880354,-0.10739001
2410,-0.2070266,1.7022953,1.7711134,-0.08440709
2411,-0.20746283,1.6849972,1.7475954,-0.075783394
2412,-0.20637448,1.668609,1.7217592,-0.084108435
2413,-0.20340292,1.6562067,1.6916901,-0.109074034
2414,-0.20169128,1.6445212,1.6589866,-0.14985727
2415,-0.19668704,1.6315588,1.6197945,-0.20480764
2416,-0.19358955,1.6190602,1.5826854,-0.2586098
2417,-0.18752043,1.6078976,1.5325047,-0.35816088
2418,-0.1801014,1.5542876,1.312606,-0.69213414
2419,-0.1802514,1.5374635,1.286678,-0.6929521
2420,-0.1768384,1.5231007,1.2638407,-0.6950243
2421,-0.17676224,1.5067312,1.2411646,-0.69715595
2422,-0.17395626,1.4905812,1.2178978,-0.69678617
2423,-0.17499387,1.4764433,1.1961917,-0.6963009
2424,-0.17250808,1.4608942,1.1760901,-0.69829816
2425,-0.17108731,1.4466724,1.153778,-0.6969902
2426,-0.16961563,1.4328413,1.1351748,-0.6984369
2427,-0.16929418,1.419619,1.1173667,-0.695208
2428,-0.1674997,1.4070598,1.0987505,-0.6934238
2429,-0.16509575,1.3932071,1.0790701,-0.69187564
2430,-0.1754591,1.4129947,1.2431992,-0.42693385
2431,-0.18530358,1.3935881,1.2477956,-0.3558513
2432,-0.19063014,1.3811707,1.2441376,-0.31114265
2433,-0.1948493,1.3685546,1.237381,-0.26783887
2434,-0.19919938,1.3524035,1.213201,-0.24427009
2435,-0.20146133,1.3338915,1.1908355,-0.23726827
2436,-0.20024304,1.320083,1.168562,-0.24019843
2437,-0.19586785,1.3115221,1.1485914,-0.2515613
2438,-0.18937178,1.3055083,1.1287493,-0.27435014
2439,-0.18235719,1.2976856,1.1087184,-0.31039208
2440,-0.17364633,1.2882546,1.0824456,-0.35213915
2441,-0.16461034,1.2775068,1.0400056,-0.42304242
2442,-0.14307874,1.24537,0.8601031,-0.63918006
2443,-0.14068876,1.2345814,0.8456575,-0.63352054
2444,-0.13892573,1.2226032,0.8306901,-0.62935007
2445,-0.13719666,1.211172,0.8163249,-0.6250348
2446,-0.13591422,1.198007,0.8005481,-0.62342036
2447,-0.13503392,1.1863884,0.78383774,-0.6181378
2448,-0.13283856,1.1751319,0.771276,-0.6149301
2449,-0.13175929,1.1640339,0.75587636,-0.6107003
2450,-0.13101761,1.1514179,0.74442035,-0.60390687
2451,-0.12894012,1.1392001,0.7294724,-0.60020465
2452,-0.12779965,1.1292197,0.716338,-0.59433436
2453,-0.12665762,1.1180911,0.7026677,-0.5875388
2454,-0.14563155,1.1217633,0.83084184,-0.38144693
2455,-0.1577962,1.1030784,0.8266888,-0.3063183
2456,-0.16499482,1.081854,0.80097705,-0.2759116
2457,-0.17193127,1.058628,0.7742285,-0.24358808
2458,-0.1765147,1.0421096,0.7525963,-0.22101377
2459,-0.17939162,1.0289332,0.7347719,-0.20702823
2460,-0.17758556,1.0216872,0.71863824,-0.20215993
2461,-0.17317897,1.0144335,0.70452553,-0.20698553
2462,-0.16734235,1.010558,0.691423,-0.22177719
2463,-0.15662712,1.0091983,0.6836558,-0.24446388
2464,-0.1480394,1.0069156,0.67554957,-0.2672353
2465,-0.13131179,1.0032741,0.661442,-0.31543982
2466,-0.10882477,0.98564124,0.52420235,-0.46607065
2467,-0.10655608,0.9754837,0.5136736,-0.45476648
2468,-0.1052674,0.96607065,0.50234723,-0.4449052
2469,-0.1040925,0.9565504,0.4916394,-0.43350515
2470,-0.10189158,0.947045,0.4802475,-0.42155948
2471,-0.101709485,0.9369386,0.4688399,-0.41197363
2472,-0.0998862,0.92779255,0.45696482,-0.40255603
2473,-0.097740054,0.9195557,0.44625273,-0.39116207
2474,-0.096396506,0.9093521,0.43634573,-0.38289294
2475,-0.09512345,0.8998749,0.42537472,-0.3710731
2476,-0.09366127,0.8917784,0.41455206,-0.36050284
2477,-0.092351146,0.8831393,0.40359542,-0.34867117
2478,-0.12974681,0.8643376,0.48086438,-0.22430022
2479,-0.14282714,0.85794944,0.476686,-0.16044737
2480,-0.14795984,0.8532672,0.47079086,-0.11365911
2481,-0.156634,0.8446555,0.45900193,-0.06723173
2482,-0.16466886,0.8361264,0.44785467,-0.03452242
2483,-0.16628267,0.8297755,0.43948653,-0.009827107
2484,-0.16430484,0.8257168,0.43455288,0.0036648933
2485,-0.16011743,0.8217947,0.42338586,0.004640328
2486,-0.15158534,0.8188817,0.4134775,-0.010380448
2487,-0.14152724,0.8157826,0.4031987,-0.038801834
2488,-0.13449799,0.80468917,0.382719,-0.06948047
2489,-0.12342832,0.7847495,0.35385785,-0.11916131
2490,-0.069534786,0.7953985,0.28620967,-0.1695583
2491,-0.06802502,0.788295,0.27683017,-0.15754932
2492,-0.06668528,0.7792513,0.26931205,-0.14650962
2493,-0.06489799,0.7712493,0.25983113,-0.13290772
2494,-0.06539594,0.7635744,0.25282052,-0.12163794
2495,-0.06327008,0.75691825,0.2452827,-0.10987574
2496,-0.0632721,0.75033873,0.2356509,-0.09706834
2497,-0.06173033,0.74250895,0.22846396,-0.0848333
2498,-0.060004693,0.73518634,0.22039704,-0.07324886
2499,-0.059187364,0.72855395,0.21116336,-0.060070306
2500,-0.057601273,0.72235423,0.20456047,-0.04918174
2501,-0.056803316,0.7145701,0.1971121,-0.03633064
2502,-0.11201328,0.70422095,0.24478734,0.050095934
2503,-0.12208017,0.7165963,0.27166545,0.13668765
2504,-0.12556432,0.72794133,0.28855833,0.20346056
2505,-0.13054195,0.73550844,0.30241147,0.2669643
2506,-0.13508366,0.73240185,0.30459824,0.3090049
2507,-0.13709515,0.7300522,0.30367044,0.33984208
2508,-0.13642997,0.7273705,0.29859537,0.35614896
2509,-0.13032173,0.7260771,0.29084632,0.3585191
2510,-0.1233744,0.7206729,0.2787219,0.34854496
2511,-0.115251504,0.70997715,0.25587085,0.3206373
2512,-0.1100127,0.68853635,0.22305238,0.28487095
2513,-0.09792396,0.6553518,0.17138696,0.2234677
2514,-0.04020797,0.6405365,0.104764886,0.15442587
2515,-0.038115848,0.6348658,0.09866891,0.16989444
2516,-0.03678815,0.6300573,0.09231183,0.18375115
2517,-0.035221,0.6240201,0.08770252,0.19814451
2518,-0.032981288,0.6185575,0.08147651,0.21389836
2519,-0.03229155,0.61213964,0.076215416,0.22824408
2520,-0.032650203,0.60766214,0.07192746,0.24203934
2521,-0.029881814,0.6035371,0.06719809,0.25739568
2522,-0.02977576,0.59879464,0.06277856,0.2732853
2523,-0.028138041,0.5925322,0.058779676,0.2878249
2524,-0.027347624,0.5886281,0.05523519,0.30129936
2525,-0.02643606,0.5835938,0.05042692,0.31823048
2526,-0.07771603,0.5934554,0.09986371,0.38841665
2527,-0.089461364,0.6093729,0.12936558,0.45375726
2528,-0.092603534,0.62261605,0.15107161,0.50677353
2529,-0.09451881,0.63099015,0.17027281,0.5593651
2530,-0.09498292,0.6344447,0.17933325,0.60182613
2531,-0.094329916,0.6346505,0.18375623,0.62918407
2532,-0.09314001,0.63386816,0.18061392,0.6466581
2533,-0.09037608,0.6279343,0.17288464,0.6497217
2534,-0.08743746,0.6188421,0.15488048,0.6412458
2535,-0.08228836,0.60528845,0.13248807,0.6229997
2536,-0.076756656,0.58971685,0.10670533,0.6058158
2537,-0.06320526,0.56400985,0.06492741,0.56764853
2538,-0.012762974,0.53227955,-0.0052633486,0.5222989
2539,-0.011747003,0.5283805,-0.009245127,0.53776366
2540,-0.010525018,0.52434635,-0.012093544,0.55190444
2541,-0.00973621,0.5206327,-0.014658004,0.56837547
2542,-0.008440137,0.51641035,-0.018217051,0.5847223
2543,-0.0069370866,0.5126588,-0.020852,0.5987857
2544,-0.0070332885,0.50926846,-0.023929661,0.615424
2545,-0.005695512,0.5048731,-0.02680943,0.6307705
2546,-0.0045982995,0.50038815,-0.029781854,0.646262
2547,-0.0033626854,0.49695694,-0.03312738,0.66226286
2548,-0.0028291692,0.4950209,-0.035851356,0.6785118
2549,-0.0015895367,0.4911004,-0.036910463,0.6932474
2550,-0.04034318,0.5238685,0.018252552,0.7454815
2551,-0.046688113,0.5369639,0.04557744,0.79476315
2552,-0.049456332,0.5427424,0.05949694,0.8283903
2553,-0.053304106,0.54792494,0.07297865,0.8633132
2554,-0.05377744,0.55391407,0.08424673,0.8955143
2555,-0.053221185,0.55512124,0.0922189,0.9210077
2556,-0.05076307,0.55399257,0.0926641,0.935349
2557,-0.048421487,0.5491498,0.084405266,0.9424095
2558,-0.045363292,0.5414849,0.071305715,0.94258493
2559,-0.040502224,0.53091663,0.052758295,0.9352377
2560,-0.036742065,0.52021706,0.03617997,0.931115
2561,-0.028604796,0.49925038,0.002719144,0.91522247
2562,0.010563691,0.45131075,-0.068330154,0.8912976
2563,0.01178809,0.44880387,-0.0704334,0.9040449
2564,0.0134302275,0.44683027,-0.071317635,0.9193943
2565,0.014481227,0.4432405,-0.07293619,0.9324119
2566,0.015373071,0.44188508,-0.07394871,0.9470647
2567,0.016581083,0.4395111,-0.07501199,0.96038264
2568,0.017124116,0.43670654,-0.07589238,0.9747717
2569,0.017705226,0.43542728,-0.07724238,0.9881771
2570,0.019316673,0.43241715,-0.078359894,1.002055
2571,0.020087227,0.42978182,-0.07942227,1.0146512
2572,0.020980215,0.42703292,-0.07983096,1.027266
2573,0.02103445,0.4248371,-0.08050085,1.0419216
2574,-0.014773945,0.46751824,-0.014691666,1.0906352
2575,-0.020109275,0.48195907,0.016276563,1.1347991
2576,-0.020068794,0.48743162,0.030320331,1.1679434
2577,-0.02201882,0.49164128,0.043702226,1.1992422
2578,-0.023286453,0.4932131,0.051748727,1.2246466
2579,-0.022507966,0.49288142,0.054562747,1.2447046
2580,-0.021756262,0.4907225,0.051449865,1.2567729
2581,-0.0220151,0.48349628,0.044328794,1.2646235
2582,-0.017831197,0.47533658,0.03265018,1.2647146
2583,-0.014218499,0.46527353,0.01650525,1.2625624
2584,-0.010007341,0.45644307,0.0033165812,1.2613281
2585,-0.0026183922,0.438428,-0.025432834,1.244955
2586,0.029497573,0.38864997,-0.09952921,1.2115973
2587,0.030408204,0.38600898,-0.1004861,1.2249951
2588,0.030195266,0.38414785,-0.099905245,1.2394593
2589,0.031723667,0.38186964,-0.100327216,1.2528653
2590,0.032373827,0.37925115,-0.101622604,1.2653375
2591,0.033523917,0.3767563,-0.10113233,1.2807015
2592,0.03416139,0.37490073,-0.10126257,1.2939129
2593,0.035723854,0.37342978,-0.10067982,1.307743
2594,0.03600828,0.3713008,-0.1025191,1.3223809
2595,0.036842927,0.3676666,-0.101802975,1.3355349
2596,0.038060356,0.36527738,-0.10156575,1.3493687
2597,0.039004307,0.36332932,-0.10213158,1.3628846
2598,0.0063966713,0.40154442,-0.02710779,1.4258747
2599,-0.0005963693,0.41142407,-0.002604584,1.4685057
2600,-0.003751586,0.41764548,0.011546105,1.5009074
2601,-0.0053999126,0.4255222,0.027913516,1.5355597
2602,-0.0050751367,0.42994985,0.038297463,1.5652275
2603,-0.004107932,0.4305668,0.043288555,1.5855304
2604,-0.0039506257,0.4267125,0.040115364,1.5988847
2605,-0.0021420966,0.41966596,0.031520646,1.601263
2606,6.829699e-06,0.4079493,0.016212897,1.5951675
2607,0.0009170373,0.39250067,-0.0049189082,1.5848602
2608,0.005718986,0.37979433,-0.020795742,1.5780044
2609,0.015067339,0.36591515,-0.046231672,1.5613991
2610,0.04817419,0.33646226,-0.1052795,1.539484
2611,0.04932412,0.33405712,-0.105095856,1.5529319
2612,0.04988718,0.33140263,-0.10506446,1.5658388
2613,0.050830334,0.32959184,-0.10569873,1.5782212
2614,0.05110398,0.32713008,-0.10565731,1.5906957
2615,0.05270898,0.32515773,-0.10669911,1.6032797
2616,0.052469503,0.32213375,-0.10619404,1.614613
2617,0.053203028,0.31852424,-0.10804445,1.6282853
2618,0.053684283,0.31591365,-0.109061,1.6404066
2619,0.05533384,0.312797,-0.10977956,1.6517876
2620,0.054728996,0.309643,-0.11020962,1.6638432
2621,0.056119323,0.30668405,-0.11133728,1.6770395
2622,0.026979605,0.31892246,-0.0664858,1.7077438
2623,0.024473578,0.32710156,-0.04348026,1.7449619
2624,0.025437007,0.33321276,-0.028343195,1.7743362
2625,0.02724124,0.34089902,-0.012333646,1.8060392
2626,0.029394427,0.34368935,-0.002001812,1.833057
2627,0.030426046,0.34380862,0.004079506,1.8533765
2628,0.030721009,0.34092352,0.001652812,1.8656458
2629,0.03205052,0.3335768,-0.006872028,1.8648115
2630,0.031927567,0.32271004,-0.021778533,1.858323
2631,0.030847112,0.30972347,-0.040993195,1.8473448
2632,0.030852368,0.29496044,-0.06131674,1.837581
2633,0.03305443,0.28121752,-0.090512834,1.8225965
2634,0.06307482,0.28578326,-0.11200541,1.8338213
2635,0.06345122,0.28403783,-0.11251724,1.8453501
2636,0.064049706,0.2814518,-0.11275664,1.8572865
2637,0.063896865,0.27993557,-0.11274127,1.8690747
2638,0.065933846,0.27841133,-0.11370199,1.8799486
2639,0.066007175,0.2761141,-0.11404043,1.8907795
2640,0.0664593,0.273185,-0.11446646,1.9011745
2641,0.06566214,0.27199116,-0.11417238,1.9128275
2642,0.06635549,0.26933643,-0.11449105,1.9232
2643,0.06655229,0.26763642,-0.11512502,1.934234
2644,0.06773847,0.26524505,-0.11569353,1.9447799
2645,0.06766226,0.2644293,-0.11655826,1.9558444
2646,0.04283769,0.24993913,-0.10948524,1.9514495
2647,0.036382724,0.24838395,-0.099381894,1.9732872
2648,0.035768945,0.24784635,-0.09196409,1.9892883
2649,0.03404961,0.24801743,-0.08465151,2.0084229
2650,0.033668708,0.2477085,-0.08021019,2.02546
2651,0.03361224,0.24698062,-0.07792921,2.0406578
2652,0.034440547,0.244765,-0.07739744,2.0502963
2653,0.035521593,0.24218746,-0.080799215,2.057536
2654,0.036770348,0.2388341,-0.08608636,2.0619333
2655,0.11037678,0.13713768,-0.09104663,2.1695244
2656,0.041901708,0.23046859,-0.10277518,2.0664065
2657,0.046411186,0.2285105,-0.11517451,2.0670478
2658,0.0737147,0.23983653,-0.12312891,2.090822
2659,0.07268659,0.23770595,-0.12336534,2.1014404
2660,0.1558085,0.1864323,-0.078305684,2.2718496
2661,0.07078258,0.33282557,-0.10502026,2.438009
2662,0.07537124,0.23332469,-0.12394473,2.1320696
2663,0.076154806,0.2318946,-0.12447051,2.1424778
2664,0.0758033,0.2296416,-0.1249715,2.1514757
2665,0.07625796,0.2286098,-0.12526616,2.161381
2666,0.16967373,0.18085241,-0.07327678,2.3366268
2667,0.07603601,0.22469859,-0.12577699,2.1811771
2668,0.07757183,0.22310118,-0.12650405,2.191798
2669,0.077345185,0.2218281,-0.12694602,2.2014046
2670,0.05532,0.20956357,-0.12083319,2.1993172
2671,0.048876867,0.20622616,-0.11528816,2.2130122
2672,0.04820351,0.20554657,-0.109460324,2.2268555
2673,0.047638763,0.20548415,-0.10334634,2.2423317
2674,0.046659883,0.20528968,-0.09878018,2.2564182
2675,0.0451752,0.2040276,-0.096486695,2.2694614
2676,0.04563399,0.20247936,-0.09752352,2.2791133
2677,0.095152,0.14016904,-0.0766427,2.4284985
2678,0.048123296,0.19852014,-0.10447005,2.290557
2679,0.07053285,0.2954663,0.10419649,2.714546
2680,0.092749745,0.19306795,-0.01145183,2.5376246
2681,0.09621265,0.24130152,0.047347695,2.6208441
2682,0.15035999,0.21255207,-0.020434387,2.575409
2683,0.19391632,0.1560397,-0.07997766,2.4847963
2684,0.113943845,0.21906334,-0.097284466,2.6073613
2685,0.15109308,0.14754689,0.1864269,2.5485837
2686,-0.16073869,0.6710072,0.47969016,3.037592
2687,-0.21327047,0.64378464,0.79459023,2.866699
2688,-0.92230684,0.018884664,-0.40519944,2.8710747
2689,-1.3612933,-0.3187522,-1.0135983,1.8648218
2690,-0.9187009,-0.5693976,-0.37872168,2.0089114
2691,-0.9299683,-0.083477736,-0.09922161,2.3225963
2692,-0.9067185,-0.3951373,-0.732135,1.8940827
2693,-0.38874567,0.09221,-0.26022133,2.097745
2694,-0.2876285,0.08703137,0.07270134,2.2981524
2695,-0.09877085,0.17039339,-0.15946694,2.1924822
2696,-0.06393247,0.17599921,-0.13665886,2.2587695
2697,-0.053354383,0.17904894,-0.12087172,2.2957675
2698,-0.00031306347,0.08942559,-0.13397044,2.3955896
2699,-0.090631165,0.051911797,-0.0031122963,2.3217537
2700,-0.3161696,0.12511353,0.051765215,2.4094896
2701,-0.30605188,0.22186567,-0.21790706,2.4575233
2702,-0.14121605,0.1314757,0.02038286,2.2473087
2703,-0.23183899,0.10296769,0.18404889,2.4992292
2704,-0.04597087,-0.17800187,-0.24068032,2.1662176
2705,-0.07032692,0.23528874,-0.037106056,2.2879715
2706,-0.16397811,0.19439192,0.007961412,2.4721193
2707,-0.41454673,-0.053575095,-0.146417,2.483392
2708,-0.28530166,-0.08565259,-0.31291583,2.4472136
2709,-0.32222366,0.098984845,-0.07064282,2.3064144
2710,0.037940938,0.72042036,0.69544697,3.2874615
2711,-0.14718504,0.046743587,0.013718422,2.4215763
2712,-0.16745888,0.02683196,-0.3423793,2.3898265
2713,0.08220112,0.24184321,-0.049298476,2.4054136
2714,-0.03291713,0.15514885,-0.18564905,2.3396676
2715,-0.031261597,0.1525916,-0.18519968,2.3518884
2716,-0.03167271,0.15060222,-0.18594623,2.3616114
2717,-0.030682014,0.14970584,-0.18593162,2.3690453
2718,-0.053475063,0.13949704,-0.17206244,2.3648472
2719,-0.058941722,0.13990933,-0.1625034,2.381359
2720,-0.1764601,0.19401135,-0.16399243,2.6935709
2721,-0.062399942,0.14330529,-0.14576764,2.4086897
2722,-0.1687503,0.23662846,-0.0822062,2.7967026
2723,-0.0649477,0.14347343,-0.13754155,2.4330966
2724,-0.06256861,0.1425213,-0.13651478,2.4420602
2725,-0.12427691,0.11088738,-0.27899113,2.4282482
2726,-0.060723186,0.13615489,-0.14655562,2.4496567
2727,-0.05842966,0.13154365,-0.15444073,2.4499311
2728,-0.05505228,0.12886034,-0.16100717,2.4512851
2729,-0.091908865,0.08295237,-0.28730473,2.5743227
2730,-0.030492721,0.13384645,-0.18800847,2.4662616
2731,-0.030263482,0.13305189,-0.18859738,2.4746997
2732,-0.030816155,0.1315241,-0.18788691,2.4811363
2733,-0.030172022,0.1299722,-0.1871726,2.4885528
2734,-0.029529484,0.12872268,-0.18718012,2.4966853
2735,-0.029609652,0.12788199,-0.18739106,2.5039794
2736,-0.029938675,0.12710136,-0.18620501,2.5111187
2737,-0.029352956,0.12624282,-0.18629067,2.5186222
2738,-0.028925566,0.12500012,-0.1855071,2.5254998
2739,-0.028466709,0.12383159,-0.18538308,2.5330913
2740,-0.028797893,0.123120256,-0.18494071,2.5403473
2741,-0.028248029,0.12155149,-0.18487205,2.5477293
2742,-0.042420875,0.11106265,-0.17686415,2.5466464
2743,-0.0472039,0.10712514,-0.17211473,2.5569832
2744,-0.049611747,0.10609818,-0.16973938,2.5661576
2745,-0.051769853,0.10445175,-0.16610089,2.5762668
2746,-0.05237311,0.10467503,-0.16467129,2.5862617
2747,-0.051960718,0.104248196,-0.16371281,2.5946274
2748,-0.052550208,0.102916084,-0.16303009,2.602813
2749,-0.051231515,0.101184905,-0.16438957,2.6084251
2750,-0.049443793,0.09943757,-0.16659,2.613571
2751,-0.047838967,0.09850943,-0.16965206,2.618212
2752,-0.04452275,0.0968877,-0.17163716,2.6220298
2753,-0.04101916,0.09866294,-0.17565252,2.6248152
2754,-0.02576028,0.10664841,-0.18287344,2.6389446
2755,-0.024828263,0.10627773,-0.1822143,2.6451957
2756,-0.02582304,0.10526681,-0.18275754,2.6523852
2757,-0.02543685,0.10448245,-0.1813702,2.6593912
2758,-0.024224786,0.103385665,-0.1811872,2.6656153
2759,-0.024511315,0.1027172,-0.18057881,2.6727102
2760,-0.024105372,0.101613425,-0.18048675,2.6790686
2761,-0.024673833,0.101369105,-0.18052422,2.6865122
2762,-0.023824401,0.099594675,-0.17955028,2.692612
2763,-0.024272727,0.09918448,-0.17940499,2.6992064
2764,-0.023973377,0.09775308,-0.17809875,2.705963
2765,-0.023290144,0.09743955,-0.17793544,2.713238
2766,-0.035683054,0.08731567,-0.1632322,2.713115
2767,-0.03924839,0.08493168,-0.15706307,2.7233622
2768,-0.04044653,0.08446357,-0.15409723,2.7327812
2769,-0.03916198,0.087068945,-0.14692326,2.7450774
2770,-0.03542961,0.058890212,-0.12676007,2.88295
2771,-0.038234387,0.08740715,-0.13990419,2.7649639
2772,-0.03719522,0.086666636,-0.1398093,2.7712853
2773,-0.03704613,0.08451635,-0.14310116,2.7751567
2774,-0.038018625,0.080852024,-0.14777517,2.7772276
2775,-0.039034367,0.07682958,-0.15431741,2.778106
2776,-0.00039390722,0.24866253,0.12088397,2.7120945
2777,-0.034158725,0.07645359,-0.16268517,2.7833736
2778,-0.022763662,0.08427706,-0.17704813,2.798432
2779,-0.02291097,0.08265789,-0.17638521,2.805117
2780,0.08481881,-0.042036694,-0.2879252,2.7965755
2781,-0.12501074,0.033851817,0.00071103376,2.915575
2782,-0.0832366,0.09614382,-0.002642845,2.8086565
2783,0.011533278,0.11276752,-0.087210655,3.0337656
2784,-0.023886971,0.07362481,-0.17926377,2.8147697
2785,-0.022957506,0.07498079,-0.17627351,2.8315523
2786,-0.022085356,0.07516264,-0.1764316,2.8423922
2787,-0.2160273,0.35511866,0.2106206,3.1481383
2788,-0.03390755,0.06675551,0.14538743,2.9907444
2789,-0.016042953,0.1503182,-0.16916113,2.8297117
2790,-0.2640377,0.038530976,-0.019114038,2.9197571
2791,-0.40252373,0.07438318,-0.1062839,2.8928092
2792,-0.45395496,-0.11237234,-0.2648838,2.76464
2793,-0.5343146,-0.050492838,-0.2550219,2.6727173
2794,-0.41439596,0.19034137,-0.27097598,3.0994759
2795,-0.5092905,-0.005794719,-0.09191754,2.8610284
2796,-0.52161086,-0.21899827,-0.33063743,2.843435
2797,-0.5089534,-0.11085293,-0.2985968,2.7308328
2798,-0.5415529,-0.062783666,-0.47192088,2.733854
2799,-0.47942376,-0.13906245,-0.30122074,2.4452612
2800,-0.38204265,0.034397613,-0.09331792,2.7377856
2801,-0.31925055,-0.039080173,-0.18197876,2.6582243
2802,-0.3940525,0.013658295,-0.21433283,2.7211802
2803,-0.21708862,0.5836926,0.44980392,3.4768581
2804,-0.5636916,0.09031414,-0.23158188,2.8067873
2805,-0.4611926,-0.02916914,-0.117208816,2.7868948
2806,-0.6227496,-0.12784608,-0.23594622,2.5849683
2807,-0.57786644,0.18045826,-0.09901417,2.5952768
2808,-0.849775,-0.010198337,-0.26826024,2.6194518
2809,-0.5949628,-0.025309278,-0.22972542,2.5892363
2810,-0.49270523,-0.085654564,-0.35589957,2.3331711
2811,-0.30594176,-0.051272195,-0.23539107,2.1209052
2812,-0.25642857,0.10321816,0.010910193,2.5158453
2813,-0.35570598,0.17415874,-0.22410709,2.570697
2814,-0.07310098,0.020026663,-0.30754906,2.5993204
2815,-0.12844492,0.007145127,-0.06848058,2.6670494
2816,-0.20672496,-0.004418055,-0.1435966,2.5015342
2817,-0.17431565,-0.080762975,-0.57477206,2.5539417
2818,-0.17521857,-0.08698395,-0.44509813,2.7009697
2819,-0.29961476,-0.13147028,-0.05536069,2.7933028
2820,-0.3032842,-0.0036679704,-0.3722103,2.7390893
2821,-0.24583238,0.1860011,-0.18527985,3.0500586
2822,-0.10624966,0.33115712,0.06270847,3.4024317
2823,-0.24433589,0.110878,-0.04266569,3.1024182
2824,-0.1342745,0.032470882,-0.1841287,2.7995126
2825,-0.116354756,0.039654136,-0.18516761,2.8096817
2826,-0.10063837,0.04876967,-0.20051794,2.828213
2827,-0.096421145,0.049296796,-0.19926435,2.8342078
2828,-0.09453886,0.049985666,-0.19906484,2.8406038
2829,-0.09469389,0.049513172,-0.19788228,2.8460577
2830,-0.09336438,0.048791293,-0.19768126,2.8509798
2831,-0.093199216,0.0481383,-0.19736595,2.8567877
2832,-0.092491604,0.047393903,-0.19664907,2.8611805
2833,-0.09246695,0.046966035,-0.19613594,2.866449
